Date,DayOfWeek,Month,SemesterWeek,Weekend,Meal,Menu,Attendance,Capacity,ExamWeek,MidSem,EndSem,Festival,HolidayTomorrow,HolidayAfter2Days,HolidayNear,Rain,ExpectedAttendance,PreparedFood_kg,Waste_kg
2028-06-30,Friday,6,0,0,Breakfast,Masala Khichdi,223,310,0,0,0,0,0,0,0,1,237,206.94,69.92
2028-06-30,Friday,6,0,0,Lunch,Chole Bhature,295,310,0,0,0,0,0,0,0,1,310,416.71,75.2
2028-06-30,Friday,6,0,0,Dinner,Chole Kulche,289,310,0,0,0,0,0,0,0,1,310,346.82,65.54
2028-07-01,Saturday,7,0,1,Breakfast,Rava Upma,212,310,0,0,0,0,0,0,0,1,227,202.61,42.89
2028-07-01,Saturday,7,0,1,Lunch,Veg Khichdi,208,310,0,0,0,0,0,0,0,1,180,243.66,30.43
2028-07-01,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,175,310,0,0,0,0,0,0,0,1,145,167.07,17.24
2028-07-02,Sunday,7,0,1,Breakfast,Idli Vada Combo,169,310,0,0,0,0,0,0,0,0,210,194.4,85.05
2028-07-02,Sunday,7,0,1,Lunch,Vegetable Biryani,255,310,0,0,0,0,0,0,0,0,240,340.89,42.55
2028-07-02,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,310,310,0,0,0,0,0,0,0,0,242,264.41,19.03
2028-07-03,Monday,7,0,0,Breakfast,Masala Dosa,229,310,0,0,0,0,0,0,0,0,200,184.47,23.8
2028-07-03,Monday,7,0,0,Lunch,Dal Tadka & Rice,276,310,0,0,0,0,0,0,0,0,251,355.13,30.37
2028-07-03,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,210,310,0,0,0,0,0,0,0,0,250,278.04,94.73
2028-07-04,Tuesday,7,0,0,Breakfast,Poha,246,310,0,0,0,0,0,0,0,1,145,126.04,18.15
2028-07-04,Tuesday,7,0,0,Lunch,Rajma Chawal,310,310,0,0,0,0,0,0,0,1,310,419.16,50.8
2028-07-04,Tuesday,7,0,0,Dinner,Lauki Ki Bhurji,173,310,0,0,0,0,0,0,0,1,252,287.69,159.92
2028-07-05,Wednesday,7,0,0,Breakfast,Vermicelli Upma,211,310,0,0,0,0,0,0,0,1,222,196.48,43.05
2028-07-05,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,104,310,0,0,0,0,0,0,0,1,135,180.85,77.88
2028-07-05,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,310,310,0,0,0,0,0,0,0,1,310,370.26,61.34
2028-07-06,Thursday,7,0,0,Breakfast,Bread Butter Jam,244,310,0,0,0,0,0,0,0,1,300,255.14,71.57
2028-07-06,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,310,310,0,0,0,0,0,0,0,1,258,334.84,21.64
2028-07-06,Thursday,7,0,0,Dinner,Rajma Masala Dinner,310,310,0,0,0,0,0,0,0,1,310,370.67,66.97
2028-07-07,Friday,7,0,0,Breakfast,Masala Khichdi,222,310,0,0,0,0,0,0,0,1,185,171.31,33.37
2028-07-07,Friday,7,0,0,Lunch,Chole Bhature,310,310,0,0,0,0,0,0,0,1,268,343.76,30.87
2028-07-07,Friday,7,0,0,Dinner,Chole Kulche,242,310,0,0,0,0,0,0,0,1,227,256.59,10.44
2028-07-08,Saturday,7,0,1,Breakfast,Cornflakes & Milk,200,310,0,0,0,0,0,0,0,1,181,170.84,24.49
2028-07-08,Saturday,7,0,1,Lunch,Veg Khichdi,143,310,0,0,0,0,0,0,0,1,129,179.76,21.39
2028-07-08,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,134,310,0,0,0,0,0,0,0,1,80,86.22,23.18
2028-07-09,Sunday,7,0,1,Breakfast,Idli Vada Combo,241,310,0,0,0,0,0,0,0,1,171,149.61,19.65
2028-07-09,Sunday,7,0,1,Lunch,Tinda Tomato Curry,105,310,0,0,0,0,0,0,0,1,103,143.68,53.92
2028-07-09,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,310,310,0,0,0,0,0,0,0,1,177,210.44,21.26
2028-07-10,Monday,7,0,0,Breakfast,Masala Dosa,225,310,0,0,0,0,0,0,0,0,186,174.5,5.0
2028-07-10,Monday,7,0,0,Lunch,Dal Tadka & Rice,259,310,0,0,0,0,0,0,0,0,180,248.17,8.58
2028-07-10,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,240,310,0,0,0,0,0,0,0,0,207,242.06,25.6
2028-07-11,Tuesday,7,0,0,Breakfast,Poha,233,310,0,0,0,0,0,0,0,0,220,203.68,54.8
2028-07-11,Tuesday,7,0,0,Lunch,Rajma Chawal,310,310,0,0,0,0,0,0,0,0,221,318.22,7.54
2028-07-11,Tuesday,7,0,0,Dinner,Bhindi Masala & Roti,211,310,0,0,0,0,0,0,0,0,123,139.01,15.87
2028-07-12,Wednesday,7,0,0,Breakfast,Aloo Paratha,264,310,0,0,0,0,0,0,0,0,281,247.09,49.23
2028-07-12,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,151,310,0,0,0,0,0,0,0,0,123,161.98,19.83
2028-07-12,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,310,310,0,0,0,0,0,0,0,0,216,254.53,10.19
2028-07-13,Thursday,7,0,0,Breakfast,Bread Butter Jam,227,310,0,0,0,0,0,0,0,0,276,232.29,69.0
2028-07-13,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,310,310,0,0,0,0,0,0,0,0,310,426.66,55.94
2028-07-13,Thursday,7,0,0,Dinner,Rajma Masala Dinner,287,310,0,0,0,0,0,0,0,0,214,227.64,22.14
2028-07-14,Friday,7,0,0,Breakfast,Masala Khichdi,134,310,0,0,0,0,0,0,0,0,96,91.77,22.47
2028-07-14,Friday,7,0,0,Lunch,Mix Veg & Paratha,261,310,0,0,0,0,0,0,0,0,199,253.27,24.91
2028-07-14,Friday,7,0,0,Dinner,Chole Kulche,212,310,0,0,0,0,0,0,0,0,198,229.99,15.39
2028-07-15,Saturday,7,0,1,Breakfast,Cornflakes & Milk,187,310,0,0,0,0,0,0,0,1,231,201.52,55.2
2028-07-15,Saturday,7,0,1,Lunch,Veg Khichdi,90,310,0,0,0,0,0,0,0,1,170,222.87,127.62
2028-07-15,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,152,310,0,0,0,0,0,0,0,1,136,159.95,40.13
2028-07-16,Sunday,7,0,1,Breakfast,Idli Vada Combo,162,310,0,0,0,0,0,0,0,1,33,31.52,31.95
2028-07-16,Sunday,7,0,1,Lunch,Vegetable Biryani,310,310,0,0,0,0,0,0,0,1,270,363.72,13.29
2028-07-16,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,310,310,0,0,0,0,0,0,0,1,291,335.27,18.96
2028-07-17,Monday,7,0,0,Breakfast,Masala Dosa,224,310,0,0,0,0,0,0,0,0,262,226.28,50.71
2028-07-17,Monday,7,0,0,Lunch,Dal Tadka & Rice,253,310,0,0,0,0,0,0,0,0,310,401.39,112.52
2028-07-17,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,220,310,0,0,0,0,0,0,0,0,219,236.63,40.27
2028-07-18,Tuesday,7,0,0,Breakfast,Poha,182,310,0,0,0,0,0,0,0,0,219,201.76,62.57
2028-07-18,Tuesday,7,0,0,Lunch,Rajma Chawal,304,310,0,0,0,0,0,0,0,0,310,440.97,100.21
2028-07-18,Tuesday,7,0,0,Dinner,Lauki Ki Bhurji,72,310,0,0,0,0,0,0,0,0,64,69.26,10.56
2028-07-19,Wednesday,7,0,0,Breakfast,Aloo Paratha,298,310,0,0,0,0,0,0,0,0,310,295.52,44.43
2028-07-19,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,98,310,0,0,0,0,0,0,0,0,158,215.79,117.69
2028-07-19,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,310,310,0,0,0,0,0,0,0,0,310,354.04,52.02
2028-07-20,Thursday,7,0,0,Breakfast,Bread Butter Jam,228,310,0,0,0,0,0,0,0,0,262,227.23,52.73
2028-07-20,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,310,310,0,0,0,0,0,0,0,0,232,321.61,5.0
2028-07-20,Thursday,7,0,0,Dinner,Rajma Masala Dinner,310,310,0,0,0,0,0,0,0,0,310,339.71,49.41
2028-07-21,Friday,7,0,0,Breakfast,Masala Khichdi,164,310,0,0,0,0,0,0,0,0,224,206.16,92.29
2028-07-21,Friday,7,0,0,Lunch,Chole Bhature,293,310,0,0,0,0,0,0,0,0,310,446.0,109.98
2028-07-21,Friday,7,0,0,Dinner,Chole Kulche,256,310,0,0,0,0,0,0,0,0,244,283.84,42.96
2028-07-22,Saturday,7,0,1,Breakfast,Cornflakes & Milk,159,310,0,0,0,0,0,0,0,0,112,104.34,12.4
2028-07-22,Saturday,7,0,1,Lunch,Veg Khichdi,132,310,0,0,0,0,0,0,0,0,173,225.9,84.72
2028-07-22,Saturday,7,0,1,Dinner,Plain Khichdi & Papad,168,310,0,0,0,0,0,0,0,0,220,242.47,100.91
2028-07-23,Sunday,7,0,1,Breakfast,Idli Vada Combo,189,310,0,0,0,0,0,0,0,1,112,104.15,27.68
2028-07-23,Sunday,7,0,1,Lunch,Vegetable Biryani,310,310,0,0,0,0,0,0,0,1,310,443.12,62.47
2028-07-23,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,310,310,0,0,0,0,0,0,0,1,258,306.36,11.74
2028-07-24,Monday,7,0,0,Breakfast,Masala Dosa,286,310,0,0,0,0,0,0,0,0,310,274.93,50.38
2028-07-24,Monday,7,0,0,Lunch,Dal Tadka & Rice,306,310,0,0,0,0,0,0,0,0,306,426.61,74.82
2028-07-24,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,242,310,0,0,0,0,0,0,0,0,252,298.08,84.21
2028-07-25,Tuesday,7,0,0,Breakfast,Poha,230,310,0,0,0,0,0,0,0,0,189,164.1,15.29
2028-07-25,Tuesday,7,0,0,Lunch,Rajma Chawal,310,310,0,0,0,0,0,0,0,0,252,349.21,5.0
2028-07-25,Tuesday,7,0,0,Dinner,Lauki Ki Bhurji,99,310,0,0,0,0,0,0,0,0,107,124.82,37.91
2028-07-26,Wednesday,7,0,0,Breakfast,Aloo Paratha,310,310,0,0,0,0,0,0,0,0,310,278.62,42.88
2028-07-26,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,99,310,0,0,0,0,0,0,0,0,174,237.4,148.67
2028-07-26,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,310,310,0,0,0,0,0,0,0,0,243,273.51,18.98
2028-07-27,Thursday,7,0,0,Breakfast,Masala Dosa,248,310,0,0,0,0,0,0,0,0,302,264.52,66.35
2028-07-27,Thursday,7,0,0,Lunch,Vegetable Biryani,310,310,0,0,0,0,0,0,0,0,310,426.41,55.6
2028-07-27,Thursday,7,0,0,Dinner,Rajma Masala Dinner,296,310,0,0,0,0,0,0,0,0,310,371.33,64.73
2028-07-28,Friday,7,0,0,Breakfast,Bread Butter Jam,212,310,0,0,0,0,0,0,0,0,250,218.77,53.63
2028-07-28,Friday,7,0,0,Lunch,Chole Bhature,310,310,0,0,0,0,0,0,0,0,266,363.87,7.22
2028-07-28,Friday,7,0,0,Dinner,Chole Kulche,263,310,0,0,0,0,0,0,0,0,244,263.49,5.0
2028-07-29,Saturday,7,0,1,Breakfast,Cornflakes & Milk,191,310,0,0,0,0,0,0,0,1,205,191.06,62.19
2028-07-29,Saturday,7,0,1,Lunch,Veg Khichdi,148,310,0,0,0,0,0,0,0,1,221,289.24,145.85
2028-07-29,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,117,310,0,0,0,0,0,0,0,1,72,84.84,6.86
2028-07-30,Sunday,7,0,1,Breakfast,Idli Vada Combo,138,310,0,0,0,0,0,0,0,0,146,129.82,20.11
2028-07-30,Sunday,7,0,1,Lunch,Moong Dal Khichdi,164,310,0,0,0,0,0,0,0,0,144,200.51,22.77
2028-07-30,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,310,310,0,0,0,0,0,0,0,0,279,302.24,7.5
2028-07-31,Monday,7,0,0,Breakfast,Masala Dosa,227,310,0,0,0,0,0,0,0,0,216,188.05,34.46
2028-07-31,Monday,7,0,0,Lunch,Dal Tadka & Rice,231,310,0,0,0,0,0,0,0,0,294,414.18,142.08
2028-07-31,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,207,310,0,0,0,0,0,0,0,0,186,208.34,15.04
2028-08-01,Tuesday,8,1,0,Breakfast,Poha,625,1030,0,0,0,0,0,0,0,1,563,472.99,17.07
2028-08-01,Tuesday,8,1,0,Lunch,Rajma Chawal,1012,1030,0,0,0,0,0,0,0,1,977,1338.58,119.92
2028-08-01,Tuesday,8,1,0,Dinner,Lauki Ki Bhurji,674,1030,0,0,0,0,0,0,0,1,730,866.85,244.57
2028-08-02,Wednesday,8,1,0,Breakfast,Aloo Paratha,818,1030,0,0,0,0,0,0,0,0,828,783.34,116.95
2028-08-02,Wednesday,8,1,0,Lunch,Veg Khichdi,818,1030,0,0,0,0,0,0,0,0,737,981.74,50.75
2028-08-02,Wednesday,8,1,0,Dinner,Paneer Tikka Masala,1017,1030,0,0,0,0,0,0,0,0,1030,1150.55,99.85
2028-08-03,Thursday,8,1,0,Breakfast,Bread Butter Jam,694,1030,0,0,0,0,0,0,0,1,642,588.41,39.32
2028-08-03,Thursday,8,1,0,Lunch,Kadhai Paneer & Roti,1030,1030,0,0,0,0,0,0,0,1,1030,1358.02,83.66
2028-08-03,Thursday,8,1,0,Dinner,Bhindi Masala & Roti,924,1030,0,0,0,0,0,0,0,1,981,1114.62,204.1
2028-08-04,Friday,8,1,0,Breakfast,Masala Khichdi,558,1030,0,0,0,0,0,0,0,0,561,495.4,133.06
2028-08-04,Friday,8,1,0,Lunch,Chole Bhature,951,1030,0,0,0,0,0,0,0,0,949,1292.09,159.87
2028-08-04,Friday,8,1,0,Dinner,Chole Kulche,827,1030,0,0,0,0,0,0,0,0,710,851.17,49.0
2028-08-05,Saturday,8,1,1,Breakfast,Cornflakes & Milk,702,1030,0,0,0,0,0,0,0,1,632,543.19,13.49
2028-08-05,Saturday,8,1,1,Lunch,Veg Khichdi,762,1030,0,0,0,0,0,0,0,1,751,1054.59,241.98
2028-08-05,Saturday,8,1,1,Dinner,Yellow Dal & Steamed Rice,787,1030,0,0,0,0,0,0,0,1,827,912.68,125.29
2028-08-06,Sunday,8,1,1,Breakfast,Idli Vada Combo,447,1030,0,0,0,0,0,0,0,0,553,475.73,120.82
2028-08-06,Sunday,8,1,1,Lunch,Vegetable Biryani,943,1030,0,0,0,0,0,0,0,0,1005,1289.38,150.99
2028-08-06,Sunday,8,1,1,Dinner,Chicken Biryani / Veg Biryani,952,1030,0,0,0,0,0,0,0,0,998,1145.42,214.8
2028-08-07,Monday,8,1,0,Breakfast,Masala Dosa,818,1030,0,0,0,0,0,0,0,0,873,837.75,173.3
2028-08-07,Monday,8,1,0,Lunch,Dal Tadka & Rice,808,1030,0,0,0,0,0,0,0,0,859,1202.26,251.12
2028-08-07,Monday,8,1,0,Dinner,Dal Fry & Jeera Rice,861,1030,0,0,0,0,0,0,0,0,900,984.82,127.85
2028-08-08,Tuesday,8,2,0,Breakfast,Poha,678,1030,0,0,0,0,0,0,0,1,689,658.9,138.41
2028-08-08,Tuesday,8,2,0,Lunch,Rajma Chawal,1030,1030,0,0,0,0,0,0,0,1,944,1322.86,66.68
2028-08-08,Tuesday,8,2,0,Dinner,Lauki Ki Bhurji,753,1030,0,0,0,0,0,0,0,1,726,852.63,158.01
2028-08-09,Wednesday,8,2,0,Breakfast,Aloo Paratha,720,1030,0,0,0,0,0,0,0,1,826,743.14,162.47
2028-08-09,Wednesday,8,2,0,Lunch,Palak Paneer & Rice,964,1030,0,0,0,0,0,0,0,1,1002,1390.43,228.66
2028-08-09,Wednesday,8,2,0,Dinner,Paneer Tikka Masala,947,1030,0,0,0,0,0,0,0,1,934,1015.17,81.96
2028-08-10,Thursday,8,2,0,Breakfast,Bread Butter Jam,672,1030,0,0,0,0,0,0,0,0,631,601.51,76.41
2028-08-10,Thursday,8,2,0,Lunch,Kadhai Paneer & Roti,952,1030,0,0,0,0,0,0,0,0,915,1167.75,38.45
2028-08-10,Thursday,8,2,0,Dinner,Rajma Masala Dinner,1005,1030,0,0,0,0,0,0,0,0,976,1058.17,35.64
2028-08-11,Friday,8,2,0,Breakfast,Masala Khichdi,607,1030,0,0,0,0,0,0,0,1,663,591.79,179.12
2028-08-11,Friday,8,2,0,Lunch,Chole Bhature,999,1030,0,0,0,0,0,0,0,1,989,1314.34,71.8
2028-08-11,Friday,8,2,0,Dinner,Chole Kulche,758,1030,0,0,0,0,0,0,0,1,783,825.75,52.53
2028-08-12,Saturday,8,2,1,Breakfast,Cornflakes & Milk,615,1030,0,0,0,0,0,0,0,0,626,534.36,62.69
2028-08-12,Saturday,8,2,1,Lunch,Veg Khichdi,721,1030,0,0,0,0,0,0,0,0,716,1015.79,244.0
2028-08-12,Saturday,8,2,1,Dinner,Aloo Methi & Paratha,763,1030,0,0,0,0,0,0,0,0,715,810.52,66.56
2028-08-13,Sunday,8,2,1,Breakfast,Idli Vada Combo,486,1030,0,0,0,0,0,1,1,0,472,430.31,49.33
2028-08-13,Sunday,8,2,1,Lunch,Vegetable Biryani,792,1030,0,0,0,0,0,1,1,0,784,1128.59,177.7
2028-08-13,Sunday,8,2,1,Dinner,Chicken Biryani / Veg Biryani,895,1030,0,0,0,0,0,1,1,0,883,972.64,70.8
2028-08-14,Monday,8,2,0,Breakfast,Masala Dosa,639,1030,0,0,0,0,1,0,1,1,654,554.95,49.0
2028-08-14,Monday,8,2,0,Lunch,Dal Tadka & Rice,798,1030,0,0,0,0,1,0,1,1,761,1025.36,78.59
2028-08-14,Monday,8,2,0,Dinner,Dal Fry & Jeera Rice,760,1030,0,0,0,0,1,0,1,1,809,926.69,176.63
2028-08-15,Tuesday,8,3,0,Breakfast,Veg Sandwich,560,1030,0,0,0,0,0,0,1,0,525,496.5,64.25
2028-08-15,Tuesday,8,3,0,Lunch,Jeera Rice & Dal Fry,800,1030,0,0,0,0,0,0,1,0,820,1127.82,178.48
2028-08-15,Tuesday,8,3,0,Dinner,Paneer Bhurji & Paratha,863,1030,0,0,0,0,0,0,1,0,851,946.15,55.17
2028-08-16,Wednesday,8,3,0,Breakfast,Aloo Paratha,690,1030,0,0,0,0,0,0,0,0,686,594.71,74.31
2028-08-16,Wednesday,8,3,0,Lunch,Lauki Ki Sabji,706,1030,0,0,0,0,0,0,0,0,647,902.79,192.86
2028-08-16,Wednesday,8,3,0,Dinner,Paneer Tikka Masala,986,1030,0,0,0,0,0,0,0,0,1013,1173.31,181.73
2028-08-17,Thursday,8,3,0,Breakfast,Bread Butter Jam,806,1030,0,0,0,0,0,0,0,0,809,742.53,104.73
2028-08-17,Thursday,8,3,0,Lunch,Kadhai Paneer & Roti,1012,1030,0,0,0,0,0,0,0,0,1030,1331.07,116.53
2028-08-17,Thursday,8,3,0,Dinner,Rajma Masala Dinner,963,1030,0,0,0,0,0,0,0,0,938,1003.77,53.22
2028-08-18,Friday,8,3,0,Breakfast,Masala Khichdi,569,1030,0,0,0,0,0,0,0,0,625,592.44,209.8
2028-08-18,Friday,8,3,0,Lunch,Chole Bhature,952,1030,0,0,0,0,0,0,0,0,880,1172.69,18.84
2028-08-18,Friday,8,3,0,Dinner,Chole Kulche,923,1030,0,0,0,0,0,0,0,0,800,891.47,15.25
2028-08-19,Saturday,8,3,1,Breakfast,Cornflakes & Milk,628,1030,0,0,0,0,0,0,0,0,619,579.44,96.11
2028-08-19,Saturday,8,3,1,Lunch,Veg Khichdi,809,1030,0,0,0,0,0,0,0,0,839,1192.75,379.24
2028-08-19,Saturday,8,3,1,Dinner,Dal Khichdi Dinner,756,1030,0,0,0,0,0,0,0,0,785,861.09,186.85
2028-08-20,Sunday,8,3,1,Breakfast,Idli Vada Combo,463,1030,0,0,0,0,0,0,0,1,448,385.89,39.54
2028-08-20,Sunday,8,3,1,Lunch,Dal Makhani & Roti,849,1030,0,0,0,0,0,0,0,1,814,1065.44,66.51
2028-08-20,Sunday,8,3,1,Dinner,Chicken Biryani / Veg Biryani,885,1030,0,0,0,0,0,0,0,1,824,955.25,60.43
2028-08-21,Monday,8,3,0,Breakfast,Masala Dosa,704,1030,0,0,0,0,0,0,0,0,751,650.8,86.41
2028-08-21,Monday,8,3,0,Lunch,Dal Tadka & Rice,904,1030,0,0,0,0,0,0,0,0,872,1190.72,120.89
2028-08-21,Monday,8,3,0,Dinner,Dal Fry & Jeera Rice,813,1030,0,0,0,0,0,0,0,0,804,922.55,124.5
2028-08-22,Tuesday,8,4,0,Breakfast,Poha,624,1030,0,0,0,0,0,0,0,0,589,560.87,71.17
2028-08-22,Tuesday,8,4,0,Lunch,Kadhai Paneer & Roti,1012,1030,0,0,0,0,0,0,0,0,1012,1342.53,80.65
2028-08-22,Tuesday,8,4,0,Dinner,Lauki Ki Bhurji,655,1030,0,0,0,0,0,0,0,0,739,863.88,279.96
2028-08-23,Wednesday,8,4,0,Breakfast,Aloo Paratha,802,1030,0,0,0,0,0,0,0,0,799,758.28,108.07
2028-08-23,Wednesday,8,4,0,Lunch,Lauki Ki Sabji,640,1030,0,0,0,0,0,0,0,0,685,872.19,170.68
2028-08-23,Wednesday,8,4,0,Dinner,Paneer Tikka Masala,846,1030,0,0,0,0,0,0,0,0,780,906.17,68.6
2028-08-24,Thursday,8,4,0,Breakfast,Bread Butter Jam,757,1030,0,0,0,0,0,0,0,1,811,686.91,110.1
2028-08-24,Thursday,8,4,0,Lunch,Chole Masala & Rice,1030,1030,0,0,0,0,0,0,0,1,1009,1382.43,144.18
2028-08-24,Thursday,8,4,0,Dinner,Rajma Masala Dinner,1021,1030,0,0,0,0,0,0,0,1,959,1091.36,57.76
2028-08-25,Friday,8,4,0,Breakfast,Masala Khichdi,609,1030,0,0,0,0,0,0,0,1,701,621.04,225.85
2028-08-25,Friday,8,4,0,Lunch,Chole Bhature,987,1030,0,0,0,0,0,0,0,1,934,1310.39,117.56
2028-08-25,Friday,8,4,0,Dinner,Chole Kulche,871,1030,0,0,0,0,0,0,0,1,824,956.52,83.45
2028-08-26,Saturday,8,4,1,Breakfast,Cornflakes & Milk,667,1030,0,0,0,0,0,0,0,1,632,552.11,20.91
2028-08-26,Saturday,8,4,1,Lunch,Veg Khichdi,840,1030,0,0,0,0,0,0,0,1,907,1163.75,314.43
2028-08-26,Saturday,8,4,1,Dinner,Dal Khichdi Dinner,761,1030,0,0,0,0,0,0,0,1,755,851.2,161.79
2028-08-27,Sunday,8,4,1,Breakfast,Idli Vada Combo,512,1030,0,0,0,0,0,0,0,0,490,415.79,5.0
2028-08-27,Sunday,8,4,1,Lunch,Vegetable Biryani,915,1030,0,0,0,0,0,0,0,0,879,1117.76,5.0
2028-08-27,Sunday,8,4,1,Dinner,Chicken Biryani / Veg Biryani,818,1030,0,0,0,0,0,0,0,0,855,1005.82,214.98
2028-08-28,Monday,8,4,0,Breakfast,Masala Dosa,698,1030,0,0,0,0,0,0,0,0,623,557.72,5.0
2028-08-28,Monday,8,4,0,Lunch,Dal Tadka & Rice,949,1030,0,0,0,0,0,0,0,0,1009,1330.66,202.83
2028-08-28,Monday,8,4,0,Dinner,Dal Fry & Jeera Rice,909,1030,0,0,0,0,0,0,0,0,924,1087.03,199.03
2028-08-29,Tuesday,8,5,0,Breakfast,Poha,701,1030,0,0,0,0,0,0,0,0,731,629.8,95.46
2028-08-29,Tuesday,8,5,0,Lunch,Rajma Chawal,996,1030,0,0,0,0,0,0,0,0,935,1258.59,31.69
2028-08-29,Tuesday,8,5,0,Dinner,Lauki Ki Bhurji,710,1030,0,0,0,0,0,0,0,0,684,790.63,162.58
2028-08-30,Wednesday,8,5,0,Breakfast,Aloo Paratha,819,1030,0,0,0,0,0,0,0,0,788,679.57,10.25
2028-08-30,Wednesday,8,5,0,Lunch,Lauki Ki Sabji,779,1030,0,0,0,0,0,0,0,0,820,1180.31,332.0
2028-08-30,Wednesday,8,5,0,Dinner,Paneer Tikka Masala,933,1030,0,0,0,0,0,0,0,0,952,1067.48,109.81
2028-08-31,Thursday,8,5,0,Breakfast,Veg Sandwich,752,1030,0,0,0,0,0,0,0,0,813,700.68,110.46
2028-08-31,Thursday,8,5,0,Lunch,Chole Masala & Rice,848,1030,0,0,0,0,0,0,0,0,830,1098.03,59.72
2028-08-31,Thursday,8,5,0,Dinner,Rajma Masala Dinner,836,1030,0,0,0,0,0,0,0,0,877,924.52,93.12
2028-09-01,Friday,9,5,0,Breakfast,Masala Khichdi,700,1030,0,0,0,0,0,0,0,1,754,675.25,168.11
2028-09-01,Friday,9,5,0,Lunch,Chole Bhature,891,1030,0,0,0,0,0,0,0,1,1030,1458.39,400.14
2028-09-01,Friday,9,5,0,Dinner,Chole Kulche,967,1030,0,0,0,0,0,0,0,1,981,1054.31,63.52
2028-09-02,Saturday,9,5,1,Breakfast,Cornflakes & Milk,637,1030,0,0,0,0,0,0,0,1,565,542.33,31.83
2028-09-02,Saturday,9,5,1,Lunch,Veg Khichdi,837,1030,0,0,0,0,0,0,0,1,804,1090.71,194.71
2028-09-02,Saturday,9,5,1,Dinner,Dal Khichdi Dinner,719,1030,0,0,0,0,0,0,0,1,716,758.99,116.56
2028-09-03,Sunday,9,5,1,Breakfast,Idli Vada Combo,470,1030,0,0,0,0,0,0,0,0,421,402.9,43.6
2028-09-03,Sunday,9,5,1,Lunch,Vegetable Biryani,875,1030,0,0,0,0,0,0,0,0,903,1244.21,182.83
2028-09-03,Sunday,9,5,1,Dinner,Chicken Biryani / Veg Biryani,945,1030,0,0,0,0,0,0,0,0,936,992.74,51.38
2028-09-04,Monday,9,5,0,Breakfast,Masala Dosa,742,1030,0,0,0,0,0,0,0,0,740,705.95,119.31
2028-09-04,Monday,9,5,0,Lunch,Dal Tadka & Rice,845,1030,0,0,0,0,0,0,0,0,873,1162.93,165.48
2028-09-04,Monday,9,5,0,Dinner,Dal Fry & Jeera Rice,717,1030,0,0,0,0,0,0,0,0,775,838.52,143.27
2028-09-05,Tuesday,9,6,0,Breakfast,Poha,699,1030,0,0,0,0,0,0,0,1,657,580.97,42.2
2028-09-05,Tuesday,9,6,0,Lunch,Rajma Chawal,995,1030,0,0,0,0,0,0,0,1,951,1252.65,21.66
2028-09-05,Tuesday,9,6,0,Dinner,Lauki Ki Bhurji,696,1030,0,0,0,0,0,0,0,1,669,787.22,199.01
2028-09-06,Wednesday,9,6,0,Breakfast,Aloo Paratha,863,1030,0,0,0,0,0,0,0,1,795,721.99,17.44
2028-09-06,Wednesday,9,6,0,Lunch,Lauki Ki Sabji,710,1030,0,0,0,0,0,0,0,1,775,997.1,269.56
2028-09-06,Wednesday,9,6,0,Dinner,Paneer Tikka Masala,914,1030,0,0,0,0,0,0,0,1,838,903.17,14.41
2028-09-07,Thursday,9,6,0,Breakfast,Masala Dosa,700,1030,0,0,0,0,0,0,0,0,700,640.5,71.96
2028-09-07,Thursday,9,6,0,Lunch,Kadhai Paneer & Roti,1022,1030,0,0,0,0,0,0,0,0,1017,1448.98,215.15
2028-09-07,Thursday,9,6,0,Dinner,Rajma Masala Dinner,895,1030,0,0,0,0,0,0,0,0,918,1068.45,170.03
2028-09-08,Friday,9,6,0,Breakfast,Masala Khichdi,725,1030,0,0,0,0,0,0,0,0,831,751.81,257.63
2028-09-08,Friday,9,6,0,Lunch,Chole Bhature,932,1030,0,0,0,0,0,0,0,0,956,1373.22,232.31
2028-09-08,Friday,9,6,0,Dinner,Baingan Bharta & Roti,839,1030,0,0,0,0,0,0,0,0,908,970.52,150.85
